Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
13-03-2015,1.63,1.63,1.63,1.63,1.629995115,10235,280,16683,10235,100,0,0
12-03-2015,1.71,1.71,1.71,1.71,1.71,300,137,513,300,100,0,0
11-03-2015,1.8,1.8,1.8,1.8,1.799972608,14603,96,26285,14603,100,0,0
10-03-2015,1.8,1.89,1.8,1.89,1.803738318,1070,55,1930,1070,100,0.09,0.09
03-03-2015,1.89,1.89,1.89,1.89,1.89,100,2,189,100,100,0,0
02-03-2015,1.87,1.87,1.87,1.87,1.85,40,8,74,40,100,0,0
28-02-2015,1.8,1.8,1.8,1.8,1.8,525,8,945,525,100,0,0
27-02-2015,1.73,1.73,1.58,1.72,1.613253012,830,37,1339,830,100,0.15,-0.01
26-02-2015,1.52,1.66,1.52,1.66,1.52014119,96891,9,147288,96891,100,0.14,0.14
23-02-2015,1.59,1.59,1.59,1.59,1.59,2500,4,3975,2500,100,0,0
20-02-2015,1.67,1.67,1.67,1.67,1.6,10,2,16,10,100,0,0
19-02-2015,1.6,1.6,1.6,1.6,1.6,50,2,80,50,100,0,0
16-02-2015,1.5,1.54,1.5,1.54,1.536626756,10607,14,16299,10607,100,0.04,0.04
13-02-2015,1.5,1.5,1.48,1.48,1.48064,3125,8,4627,3125,100,0.02,-0.02
12-02-2015,1.49,1.49,1.49,1.49,1.25,4,4,5,4,100,0,0
11-02-2015,1.46,1.46,1.46,1.46,1.46,1000,2,1460,1000,100,0,0
10-02-2015,1.45,1.55,1.45,1.45,1.454,2500,12,3635,2500,100,0.1,0
09-02-2015,1.5,1.56,1.5,1.52,1.508815342,3233,12,4878,3233,100,0.06,0.02
06-02-2015,1.54,1.54,1.49,1.49,1.507741935,3100,30,4674,3100,100,0.05,-0.05
05-02-2015,1.47,1.47,1.47,1.47,1.47,100,2,147,100,100,0,0
04-02-2015,1.39,1.42,1.39,1.4,1.402516556,15100,14,21178,15100,100,0.03,0.01
03-02-2015,1.36,1.36,1.36,1.36,1.36,2000,6,2720,2000,100,0,0
02-02-2015,1.23,1.34,1.23,1.32,1.295785714,14000,25,18141,14000,100,0.11,0.09
28-01-2015,1.29,1.29,1.29,1.29,1.29,100,2,129,100,100,0,0
27-01-2015,1.24,1.24,1.14,1.23,1.17032967,3640,11,4260,3640,100,0.1,-0.01
23-01-2015,1.21,1.21,1.13,1.19,1.143155918,23429,12,26783,23429,100,0.08,-0.02
22-01-2015,1.17,1.2,1.15,1.18,1.175658537,20500,21,24101,20500,100,0.05,0.01
21-01-2015,1.09,1.19,1.09,1.16,1.128649635,10960,28,12370,10960,100,0.1,0.07
20-01-2015,1.06,1.16,1.06,1.14,1.123608792,100632,73,113071,100632,100,0.1,0.08
19-01-2015,1.21,1.21,1.11,1.11,1.181686047,688,14,813,688,100,0.1,-0.1
16-01-2015,1.14,1.26,1.14,1.16,1.149116961,6002,22,6897,6002,100,0.12,0.02
15-01-2015,1.1,1.2,1.1,1.2,1.104205607,10700,22,11815,10700,100,0.1,0.1
14-01-2015,1.2,1.2,1.15,1.15,1.15472028,1144,8,1321,1144,100,0.05,-0.05
13-01-2015,1.13,1.22,1.13,1.21,1.152951699,17888,51,20624,17888,100,0.09,0.08
12-01-2015,1.18,1.29,1.18,1.18,1.179973403,20303,21,23957,20303,100,0.11,0
09-01-2015,1.15,1.27,1.15,1.24,1.171954223,6903,27,8090,6903,100,0.12,0.09
08-01-2015,1.22,1.31,1.21,1.21,1.212164471,92466,99,112084,92466,100,0.1,-0.01
07-01-2015,1.27,1.27,1.27,1.27,1.269934641,7650,24,9715,7650,100,0,0
06-01-2015,1.34,1.34,1.33,1.33,1.330176678,28300,18,37644,28300,100,0.01,-0.01
05-01-2015,1.38,1.52,1.38,1.39,1.436633663,5050,15,7255,5050,100,0.14,0.01
02-01-2015,1.45,1.59,1.45,1.45,1.568211382,12300,13,19289,12300,100,0.14,0
01-01-2015,1.59,1.59,1.52,1.52,1.57,700,4,1099,700,100,0.07,-0.07
31-12-2014,1.53,1.64,1.53,1.6,1.530789474,11400,29,17451,11400,100,0.11,0.07
30-12-2014,1.65,1.65,1.61,1.61,1.614329268,656,46,1059,656,100,0.04,-0.04
29-12-2014,1.59,1.59,1.55,1.58,1.579819486,21605,50,34132,21605,100,0.04,-0.01
26-12-2014,1.52,1.52,1.52,1.52,1.519992741,16531,63,25127,16531,100,0,0
24-12-2014,1.6,1.6,1.6,1.6,1.6,20000,2,32000,20000,100,0,0
23-12-2014,1.77,1.77,1.61,1.61,1.687651684,20602,17,34769,20602,100,0.16,-0.16
22-12-2014,1.76,1.76,1.69,1.69,1.696282865,2206,65,3742,2206,100,0.07,-0.07
19-12-2014,1.82,1.82,1.69,1.69,1.690716049,20250,14,34237,20250,100,0.13,-0.13
18-12-2014,1.62,1.74,1.62,1.74,1.620597015,20100,6,32574,20100,100,0.12,0.12
17-12-2014,1.69,1.7,1.69,1.7,1.690004998,20010,10,33817,20010,100,0.01,0.01
16-12-2014,1.69,1.73,1.64,1.71,1.664463453,2572,432,4281,2572,100,0.09,0.02
15-12-2014,1.63,1.65,1.63,1.65,1.648571429,4200,13,6924,4200,100,0.02,0.02
12-12-2014,1.68,1.68,1.61,1.64,1.649122807,1026,341,1692,1026,100,0.07,-0.04
11-12-2014,1.76,1.77,1.61,1.61,1.706889427,33878,125,57826,33878,100,0.16,-0.15
10-12-2014,1.54,1.69,1.54,1.69,1.540369527,3951,41,6086,3951,100,0.15,0.15
09-12-2014,1.62,1.63,1.49,1.62,1.555849685,54020,168,84047,54020,100,0.14,0
08-12-2014,1.58,1.58,1.44,1.56,1.49057431,2281,237,3400,2281,100,0.14,-0.02
05-12-2014,1.5,1.51,1.5,1.51,1.509916625,31664,22,47810,31664,100,0.01,0.01
04-12-2014,1.44,1.44,1.44,1.44,1.44,6400,9,9216,6400,100,0,0
03-12-2014,1.64,1.64,1.51,1.51,1.620185923,24096,20,39040,24096,100,0.13,-0.13
02-12-2014,1.65,1.74,1.58,1.58,1.625301205,9130,34,14839,9130,100,0.16,-0.07
01-12-2014,1.66,1.66,1.66,1.66,1.659971711,21210,22,35208,21210,100,0,0
28-11-2014,1.67,1.75,1.59,1.59,1.661615721,22900,16,38051,22900,100,0.16,-0.08
27-11-2014,1.67,1.8,1.67,1.67,1.677245509,33400,24,56020,33400,100,0.13,0
26-11-2014,1.61,1.76,1.61,1.75,1.746759062,46900,28,81923,46900,100,0.15,0.14
25-11-2014,1.69,1.7,1.54,1.69,1.677737392,22010,15,36927,22010,100,0.16,0
24-11-2014,1.62,1.62,1.62,1.62,1.62,700,18,1134,700,100,0,0
21-11-2014,1.54,1.7,1.54,1.7,1.687142857,15400,75,25982,15400,100,0.16,0.16
20-11-2014,1.78,1.78,1.62,1.62,1.621002074,9161,30,14850,9161,100,0.16,-0.16
19-11-2014,1.54,1.7,1.54,1.7,1.607996019,24112,77,38772,24112,100,0.16,0.16
18-11-2014,1.72,1.72,1.58,1.62,1.600790514,3795,42,6075,3795,100,0.14,-0.1
17-11-2014,1.53,1.68,1.53,1.66,1.619148936,2350,25,3805,2350,100,0.15,0.13
14-11-2014,1.61,1.61,1.61,1.61,1.61,1500,22,2415,1500,100,0,0
13-11-2014,1.53,1.69,1.53,1.69,1.531671664,5336,278,8173,5336,100,0.16,0.16
12-11-2014,1.62,1.62,1.61,1.61,1.611764706,2720,12,4384,2720,100,0.01,-0.01
11-11-2014,1.54,1.69,1.54,1.69,1.542109717,70910,102,109351,70910,100,0.15,0.15
10-11-2014,1.62,1.62,1.62,1.62,1.619905213,2110,238,3418,2110,100,0,0
07-11-2014,1.7,1.7,1.7,1.7,1.699774266,3101,8,5271,3101,100,0,0
05-11-2014,1.78,1.78,1.78,1.78,1.779905437,4230,6,7529,4230,100,0,0
03-11-2014,1.87,1.87,1.87,1.87,1.87,100,2,187,100,100,0,0
30-10-2014,1.96,1.96,1.96,1.96,1.96,1000,2,1960,1000,100,0,0
29-10-2014,2.06,2.06,2.06,2.06,2.06,10600,7,21836,10600,100,0,0
28-10-2014,2.16,2.16,2.16,2.16,2.15988024,5010,12,10821,5010,100,0,0
23-10-2014,2.08,2.08,2.06,2.06,2.070588235,170,6,352,170,100,0.02,-0.02
22-10-2014,1.99,1.99,1.99,1.99,1.99,1800,4,3582,1800,100,0,0
21-10-2014,2.09,2.09,2.09,2.09,2.089285714,560,4,1170,560,100,0,0
17-10-2014,2.2,2.2,2.2,2.2,2.2,10,2,22,10,100,0,0
16-10-2014,2.14,2.14,1.96,2.12,1.96083499,5030,8,9863,5030,100,0.18,-0.02
14-10-2014,2.06,2.06,2.06,2.06,2.06,50,2,103,50,100,0,0
13-10-2014,1.89,1.98,1.8,1.97,1.930891057,6251,54,12070,6251,100,0.18,0.08
10-10-2014,1.89,1.89,1.72,1.89,1.872420263,25051,32,46906,25051,100,0.17,0
09-10-2014,1.74,1.81,1.74,1.81,1.75,28,9,49,28,100,0.07,0.07
07-10-2014,1.74,1.74,1.74,1.74,1.74,500,2,870,500,100,0,0
01-10-2014,1.66,1.66,1.66,1.66,1.65971564,1055,128,1751,1055,100,0,0
30-09-2014,1.6,1.74,1.59,1.74,1.732635585,10510,11,18210,10510,100,0.15,0.14
29-09-2014,1.67,1.67,1.67,1.67,1.67,8100,37,13527,8100,100,0,0
26-09-2014,1.72,1.81,1.72,1.75,1.763882408,2143,64,3780,2143,100,0.09,0.03
25-09-2014,1.81,1.81,1.81,1.81,1.809399478,383,90,693,383,100,0,0
23-09-2014,1.9,1.9,1.9,1.9,1.9,3500,298,6650,3500,100,0,0
19-09-2014,1.85,2,1.85,2,1.913283582,6700,105,12819,6700,100,0.15,0.15
18-09-2014,1.79,1.97,1.79,1.94,1.876649868,4167,354,7820,4167,100,0.18,0.15
17-09-2014,1.72,1.9,1.72,1.88,1.747987399,5714,215,9988,5714,100,0.18,0.16
16-09-2014,1.81,1.81,1.81,1.81,1.809994548,27515,90,49802,27515,100,0,0
15-09-2014,1.9,1.9,1.9,1.9,1.899924981,6665,119,12663,6665,100,0,0
12-09-2014,1.99,1.99,1.99,1.99,1.989990467,2098,28,4175,2098,100,0,0
11-09-2014,2.09,2.09,2.09,2.09,2.085714286,210,6,438,210,100,0,0
09-09-2014,1.99,2.19,1.99,2.19,2.04,800,46,1632,800,100,0.2,0.2
04-09-2014,2.09,2.29,2.09,2.09,2.09022163,21026,12,43949,21026,100,0.2,0
02-09-2014,2.04,2.19,2.04,2.19,2.043658537,20500,8,41895,20500,100,0.15,0.15
28-08-2014,2.18,2.18,2.14,2.14,2.13986014,1001,4,2142,1001,100,0.04,-0.04
27-08-2014,2.12,2.12,2.09,2.09,2.089552239,201,4,420,201,100,0.03,-0.03
26-08-2014,2.02,2.02,2.02,2.02,2.02,500,2,1010,500,100,0,0
25-08-2014,2.03,2.12,2.03,2.12,2.048,500,4,1024,500,100,0.09,0.09
22-08-2014,2.2,2.2,2.03,2.03,2.067620678,63102,18,130471,63102,100,0.17,-0.17
21-08-2014,1.95,2.13,1.95,2.13,1.95625,160,6,313,160,100,0.18,0.18
20-08-2014,2.24,2.25,2.05,2.05,2.054500944,48201,38,99029,48201,100,0.2,-0.19
19-08-2014,1.97,2.15,1.97,2.15,1.976190476,210,4,415,210,100,0.18,0.18
18-08-2014,1.98,2.07,1.98,2.07,2.060280152,42120,18,86779,42120,100,0.09,0.09
14-08-2014,1.98,1.98,1.98,1.98,1.98,8300,14,16434,8300,100,0,0
13-08-2014,2,2.06,2,2.06,2.055073126,43760,30,89930,43760,100,0.06,0.06
12-08-2014,2,2.09,2,2.05,2.036521739,2300,16,4684,2300,100,0.09,0.05
11-08-2014,2.17,2.17,2,2.1,2.058331389,30001,10,61752,30001,100,0.17,-0.07
08-08-2014,2.07,2.07,2.07,2.07,2,11,4,22,11,100,0,0
07-08-2014,2.05,2.05,1.9,2.02,2.033653262,41155,51,83695,41155,100,0.15,-0.03
06-08-2014,1.99,2,1.88,2,1.958486945,19801,54,38780,19801,100,0.12,0.01
05-08-2014,1.8,1.91,1.8,1.91,1.897718948,99647,108,189102,99647,100,0.11,0.11
04-08-2014,1.7,1.84,1.7,1.82,1.707792208,616,184,1052,616,100,0.14,0.12
01-08-2014,1.76,1.76,1.6,1.76,1.754880912,59620,66,104626,59620,100,0.16,0
31-07-2014,1.68,1.68,1.52,1.68,1.64278677,14210,68,23344,14210,100,0.16,0
30-07-2014,1.48,1.6,1.48,1.6,1.495957085,140369,315,209986,140369,100,0.12,0.12
28-07-2014,1.55,1.55,1.55,1.55,1.549086758,876,8,1357,876,100,0,0
25-07-2014,1.63,1.75,1.63,1.63,1.748226601,40600,16,70978,40600,100,0.12,0
24-07-2014,1.56,1.71,1.56,1.71,1.562542373,5900,14,9219,5900,100,0.15,0.15
23-07-2014,1.78,1.78,1.64,1.64,1.731744,62500,33,108234,62500,100,0.14,-0.14
22-07-2014,1.72,1.72,1.72,1.72,1.72,100,2,172,100,100,0,0
21-07-2014,1.68,1.84,1.68,1.81,1.823421502,23440,90,42741,23440,100,0.16,0.13
18-07-2014,1.6,1.76,1.6,1.76,1.725984252,19050,26,32880,19050,100,0.16,0.16
17-07-2014,1.68,1.68,1.68,1.68,1.68,1100,12,1848,1100,100,0,0
16-07-2014,1.76,1.76,1.76,1.76,1.76,7300,30,12848,7300,100,0,0
15-07-2014,1.85,1.85,1.85,1.85,1.85,33000,73,61050,33000,100,0,0
14-07-2014,1.94,1.94,1.94,1.94,1.94,1000,45,1940,1000,100,0,0
11-07-2014,1.86,2.04,1.86,2.04,1.860948354,16555,440,30808,16555,100,0.18,0.18
10-07-2014,1.95,1.95,1.95,1.95,1.95,200,9,390,200,100,0,0
09-07-2014,2.05,2.05,2.05,2.05,2.049504951,505,150,1035,505,100,0,0
08-07-2014,2.15,2.37,2.15,2.15,2.173513514,1850,14,4021,1850,100,0.22,0
07-07-2014,2.26,2.26,2.26,2.26,2.26,500,2,1130,500,100,0,0
03-07-2014,2.38,2.38,2.37,2.37,2.379950249,20100,12,47837,20100,100,0.01,-0.01
02-07-2014,2.34,2.34,2.34,2.34,2.34,500,2,1170,500,100,0,0
01-07-2014,2.11,2.28,2.11,2.28,2.263,1000,4,2263,1000,100,0.17,0.17
30-06-2014,2.24,2.24,2.22,2.22,2.220952381,21000,8,46640,21000,100,0.02,-0.02
27-06-2014,2.12,2.3,2.12,2.29,2.264313725,1275,10,2887,1275,100,0.18,0.17
26-06-2014,2.05,2.23,2.05,2.23,2.199497487,19900,73,43770,19900,100,0.18,0.18
25-06-2014,2.07,2.14,2.07,2.14,2.134731647,16210,135,34604,16210,100,0.07,0.07
24-06-2014,2.17,2.17,2.17,2.17,2.17,700,51,1519,700,100,0,0
23-06-2014,2.16,2.16,1.96,2.12,2.06294835,16728,201,34509,16728,100,0.2,-0.04
20-06-2014,2.06,2.06,2.06,2.06,2.059227468,1165,41,2399,1165,100,0,0
19-06-2014,2.09,2.16,2.09,2.16,2.1425,8000,308,17140,8000,100,0.07,0.07
18-06-2014,2.05,2.19,2.05,2.19,2.157894737,190,33,410,190,100,0.14,0.14
17-06-2014,2.03,2.17,2.03,2.15,2.142137661,10722,332,22968,10722,100,0.14,0.12
13-06-2014,2.08,2.13,2.08,2.13,2.115632184,17400,169,36812,17400,100,0.05,0.05
12-06-2014,2.04,2.2,2.04,2.06,2.120736906,6568,315,13929,6568,100,0.16,0.02
11-06-2014,2.09,2.3,2.09,2.14,2.187873384,22430,42,49074,22430,100,0.21,0.05
10-06-2014,2.18,2.24,2.11,2.2,2.193347107,24200,30,53079,24200,100,0.13,0.02
09-06-2014,2,2.18,2,2.14,2.160240981,69383,46,149884,69383,100,0.18,0.14
06-06-2014,2.06,2.16,2.06,2.08,2.086103542,1835,22,3828,1835,100,0.1,0.02
05-06-2014,2.11,2.11,1.97,2.06,2.006307136,14111,22,28311,14111,100,0.14,-0.05
04-06-2014,2,2.12,1.99,2.07,2.087019071,56999,74,118958,56999,100,0.13,0.07
03-06-2014,1.92,2.02,1.92,2.02,1.920792079,2020,150,3880,2020,100,0.1,0.1
02-06-2014,2.03,2.1,1.92,2.03,2.074704057,8701,64,18052,8701,100,0.18,0
30-05-2014,2.04,2.04,2.03,2.03,2.034,2500,4,5085,2500,100,0.01,-0.01
29-05-2014,1.96,2.04,1.86,2.04,1.99768918,34187,75,68295,34187,100,0.18,0.08
28-05-2014,1.8,1.95,1.79,1.95,1.898451087,73600,23,139726,73600,100,0.16,0.15
27-05-2014,1.98,2.06,1.88,1.88,1.944694628,67950,41,132142,67950,100,0.18,-0.1
26-05-2014,1.89,1.98,1.8,1.97,1.939736457,34150,55,66242,34150,100,0.18,0.08
23-05-2014,1.89,1.99,1.89,1.89,1.935071044,51025,21,98737,51025,100,0.1,0
22-05-2014,2.15,2.15,1.98,1.98,1.987083333,7200,14,14307,7200,100,0.17,-0.17
21-05-2014,2.27,2.27,2.08,2.08,2.082474227,485,4,1010,485,100,0.19,-0.19
19-05-2014,2.18,2.18,1.98,2.18,2.138408305,1156,10,2472,1156,100,0.2,0
16-05-2014,2.12,2.12,2.08,2.08,2.100560748,5350,6,11238,5350,100,0.04,-0.04
15-05-2014,2.18,2.18,2.18,2.18,2.1,10,2,21,10,100,0,0
14-05-2014,2.05,2.1,2.05,2.1,2.094186047,1720,10,3602,1720,100,0.05,0.05
13-05-2014,2.03,2.15,2.03,2.14,2.09724435,16947,31,35542,16947,100,0.12,0.11
12-05-2014,2.1,2.13,2.1,2.13,2.124166667,6000,8,12745,6000,100,0.03,0.03
09-05-2014,2.11,2.19,1.99,2.1,2.093778281,8840,20,18509,8840,100,0.2,-0.01
08-05-2014,2.13,2.13,1.94,2.09,1.954891623,27312,24,53392,27312,100,0.19,-0.04
07-05-2014,2.03,2.04,1.87,2.04,1.924977152,37202,28,71613,37202,100,0.17,0.01
06-05-2014,1.97,1.97,1.88,1.96,1.881748072,42401,24,79788,42401,100,0.09,-0.01
05-05-2014,1.98,1.99,1.97,1.97,1.988989691,24250,23,48233,24250,100,0.02,-0.01
02-05-2014,2.1,2.1,1.9,1.9,1.900299103,1003,8,1906,1003,100,0.2,-0.2
30-04-2014,2.03,2.03,1.93,2,2.016004573,3499,13,7054,3499,100,0.1,-0.03
29-04-2014,1.93,1.94,1.93,1.94,1.936,500,8,968,500,100,0.01,0.01
28-04-2014,1.84,1.85,1.81,1.85,1.823464428,4526,17,8253,4526,100,0.04,0.01
25-04-2014,1.77,1.77,1.75,1.77,1.766492147,955,16,1687,955,100,0.02,0
23-04-2014,1.61,1.69,1.61,1.69,1.689715983,75418,32,127435,75418,100,0.08,0.08
22-04-2014,1.62,1.62,1.5,1.61,1.556338965,45102,62,70194,45102,100,0.12,-0.01
21-04-2014,1.58,1.58,1.44,1.55,1.528426647,32364,74,49466,32364,100,0.14,-0.03
17-04-2014,1.5,1.51,1.5,1.51,1.50627907,4300,18,6477,4300,100,0.01,0.01
16-04-2014,1.44,1.44,1.39,1.44,1.439691958,49214,85,70853,49214,100,0.05,0
15-04-2014,1.39,1.39,1.39,1.39,1.39,4000,53,5560,4000,100,0,0
11-04-2014,1.35,1.35,1.29,1.33,1.329217425,72402,33,96238,72402,100,0.06,-0.02
10-04-2014,1.23,1.29,1.19,1.29,1.220637954,6803,39,8304,6803,100,0.1,0.06
09-04-2014,1.35,1.35,1.23,1.23,1.312767965,60409,71,79303,120818,100,0.12,-0.12
07-04-2014,1.35,1.35,1.29,1.29,1.332952924,3505,10,4672,7010,100,0.06,-0.06
04-04-2014,1.35,1.36,1.35,1.35,1.349995673,150219,22,202795,150219,100,0.01,0
03-04-2014,1.44,1.44,1.32,1.36,1.359985462,5503,10,7484,5503,100,0.12,-0.08
02-04-2014,1.28,1.38,1.28,1.38,1.361843691,62223,48,84738,62223,100,0.1,0.1
01-04-2014,1.35,1.38,1.31,1.34,1.351,3000,36,4053,3000,100,0.07,-0.01
31-03-2014,1.4,1.4,1.32,1.37,1.368609681,48550,39,66446,48550,100,0.08,-0.03
28-03-2014,1.3,1.39,1.29,1.38,1.292371205,75818,35,97985,75818,100,0.1,0.08
27-03-2014,1.32,1.43,1.32,1.35,1.369918699,44526,65,60997,44526,100,0.11,0.03
26-03-2014,1.39,1.4,1.28,1.38,1.30667705,73191,125,95637,73191,100,0.12,-0.01
25-03-2014,1.34,1.47,1.34,1.34,1.368125456,27420,56,37514,27420,100,0.13,0
24-03-2014,1.32,1.42,1.32,1.41,1.34396399,41766,34,56132,41766,100,0.1,0.09
22-03-2014,1.41,1.46,1.34,1.38,1.400041797,23925,130,33496,23925,100,0.12,-0.03
21-03-2014,1.4,1.41,1.4,1.4,1.402439024,20500,35,28750,20500,100,0.01,0
20-03-2014,1.47,1.56,1.47,1.47,1.497777778,57600,238,86272,57600,100,0.09,0
19-03-2014,1.47,1.61,1.47,1.54,1.537918705,21256,190,32690,21256,100,0.14,0.07
18-03-2014,1.57,1.58,1.52,1.54,1.541052632,950,111,1464,950,100,0.06,-0.03
14-03-2014,1.57,1.68,1.57,1.59,1.575330396,6810,174,10728,6810,100,0.11,0.02
13-03-2014,1.73,1.73,1.6,1.65,1.650083314,4201,24,6932,4201,100,0.13,-0.08
12-03-2014,1.61,1.71,1.61,1.68,1.616835017,17820,115,28812,17820,100,0.1,0.07
11-03-2014,1.6,1.73,1.59,1.69,1.646931679,10641,170,17525,10641,100,0.14,0.09
10-03-2014,1.6,1.75,1.59,1.67,1.619309334,10917,143,17678,10917,100,0.16,0.07
07-03-2014,1.6,1.7,1.6,1.67,1.623522573,5161,97,8379,5161,100,0.1,0.07
06-03-2014,1.68,1.8,1.68,1.68,1.776515829,55910,140,99325,55910,100,0.12,0
05-03-2014,1.64,1.8,1.64,1.76,1.740212556,29451,90,51251,29451,100,0.16,0.12
04-03-2014,1.81,1.82,1.72,1.72,1.798562792,8767,115,15768,8767,100,0.1,-0.09
03-03-2014,1.93,1.93,1.76,1.81,1.811392405,1580,65,2862,1580,100,0.17,-0.12
28-02-2014,1.85,1.95,1.85,1.85,1.850180006,3611,89,6681,3611,100,0.1,0
26-02-2014,1.96,2.05,1.94,1.94,1.94378441,17255,104,33540,17255,100,0.11,-0.02
25-02-2014,1.96,2.14,1.96,2.04,1.993592091,5462,102,10889,5462,100,0.18,0.08
24-02-2014,2.08,2.08,1.91,2.06,2.02404908,8150,193,16496,8150,100,0.17,-0.02
21-02-2014,2.08,2.08,2,2,2,1001,2,2002,1001,100,0.08,-0.08
20-02-2014,2.1,2.1,2,2.08,2.054054054,222,44,456,222,100,0.1,-0.02
19-02-2014,1.94,2.1,1.94,2,1.94005994,2002,3,3884,2002,100,0.16,0.06
17-02-2014,2.04,2.04,2.04,2.04,2.04,500,1,1020,500,100,0,0
14-02-2014,1.97,1.99,1.97,1.99,1.968888889,225,2,443,225,100,0.02,0.02
13-02-2014,2,2,2,2,2,3600,9,7200,3600,100,0,0
12-02-2014,1.91,2,1.91,2,1.9160056,10715,56,20530,10715,100,0.09,0.09
11-02-2014,2.16,2.16,1.97,2,2.011627907,430,35,865,430,100,0.19,-0.16
10-02-2014,2.07,2.07,2.07,2.07,2.07,200,2,414,200,100,0,0
07-02-2014,2.17,2.17,2.17,2.17,2,1,1,2,1,100,0,0
06-02-2014,2.15,2.15,2.15,2.15,2,5,1,10,5,100,0,0
05-02-2014,2.19,2.19,1.99,2.09,2,2712,58,5424,2712,100,0.2,-0.1
04-02-2014,2.1,2.1,2,2.09,2.037823234,2591,17,5280,2591,100,0.1,-0.01
03-02-2014,2.13,2.13,1.95,2.06,2.008114475,11461,108,23015,11461,100,0.18,-0.07
31-01-2014,2.14,2.14,1.96,2.03,1.992397661,1710,54,3407,1710,100,0.18,-0.11
30-01-2014,2.06,2.06,2.06,2.06,2,10,1,20,10,100,0,0
29-01-2014,2.02,2.08,1.92,1.97,1.96426608,1819,91,3573,1819,100,0.16,-0.05
28-01-2014,2.02,2.02,2.02,2.02,2.02,50,1,101,50,100,0,0
27-01-2014,1.91,2.04,1.88,2,1.947625698,7160,72,13945,7160,100,0.16,0.09
24-01-2014,1.98,1.99,1.84,1.97,1.954313142,22501,93,43974,22501,100,0.15,-0.01
23-01-2014,1.77,1.94,1.77,1.93,1.876655052,1435,11,2693,1435,100,0.17,0.16
22-01-2014,1.82,1.86,1.82,1.86,1.84868575,25642,43,47404,25642,100,0.04,0.04
21-01-2014,1.66,1.8,1.66,1.78,1.714675926,21600,26,37037,21600,100,0.14,0.12
20-01-2014,1.74,1.74,1.74,1.74,1.74,1100,2,1914,1100,100,0,0
17-01-2014,1.97,1.97,1.83,1.83,1.864524533,11515,98,21470,11515,100,0.14,-0.14
16-01-2014,1.81,1.94,1.8,1.92,1.853148148,5400,63,10007,5400,100,0.14,0.11
15-01-2014,1.85,1.96,1.83,1.88,1.880885387,5331,91,10027,5331,100,0.13,0.03
14-01-2014,1.84,1.97,1.84,1.9,1.88706193,8332,72,15723,8332,100,0.13,0.06
13-01-2014,1.92,1.93,1.9,1.93,1.90466761,7070,16,13466,7070,100,0.03,0.01
10-01-2014,1.84,1.84,1.84,1.84,1.839910648,10744,32,19768,10744,100,0,0
09-01-2014,1.78,1.78,1.67,1.76,1.705150096,18155,162,30957,18155,100,0.11,-0.02
08-01-2014,1.72,1.72,1.7,1.7,1.71018469,14944,82,25557,14944,100,0.02,-0.02
07-01-2014,1.62,1.68,1.55,1.64,1.632320309,10365,191,16919,10365,100,0.13,0.02
06-01-2014,1.6,1.65,1.52,1.62,1.584700744,8471,26,13424,8471,100,0.13,0.02
03-01-2014,1.58,1.58,1.58,1.58,1.58,6300,18,9954,6300,100,0,0
02-01-2014,1.51,1.51,1.51,1.51,1.51,1500,3,2265,1500,100,0,0
01-01-2014,1.44,1.44,1.44,1.44,1.44,4750,10,6840,4750,100,0,0
31-12-2013,1.39,1.39,1.37,1.38,1.38047633,3401,4,4695,3401,100,0.02,-0.01
30-12-2013,1.29,1.34,1.29,1.33,1.299080319,16310,19,21188,16310,100,0.05,0.04
27-12-2013,1.29,1.29,1.29,1.29,1.29,12400,10,15996,12400,100,0,0
26-12-2013,1.4,1.4,1.35,1.35,1.355813953,4300,8,5830,4300,100,0.05,-0.05
24-12-2013,1.34,1.4,1.34,1.38,1.378772112,1922,11,2650,1922,100,0.06,0.04
23-12-2013,1.35,1.35,1.35,1.35,1.349127182,401,7,541,401,100,0,0
20-12-2013,1.34,1.34,1.32,1.33,1.332666667,1500,8,1999,1500,100,0.02,-0.01
19-12-2013,1.32,1.34,1.26,1.31,1.309538462,6500,15,8512,6500,100,0.08,-0.01
18-12-2013,1.25,1.35,1.25,1.31,1.260293062,47362,58,59690,47362,100,0.1,0.06
17-12-2013,1.31,1.31,1.31,1.31,1.308457711,201,2,263,201,100,0,0
16-12-2013,1.33,1.33,1.22,1.28,1.272878536,3606,12,4590,3606,100,0.11,-0.05
13-12-2013,1.2,1.3,1.2,1.27,1.230466185,10661,19,13118,10661,100,0.1,0.07
12-12-2013,1.35,1.35,1.23,1.26,1.262448422,68101,53,85974,68101,100,0.12,-0.09
11-12-2013,1.3,1.35,1.29,1.29,1.314090521,11710,18,15388,11710,100,0.06,-0.01
10-12-2013,1.3,1.35,1.3,1.35,1.311068086,3099,7,4063,3099,100,0.05,0.05
09-12-2013,1.35,1.35,1.26,1.33,1.330454255,9378,13,12477,9378,100,0.09,-0.02
06-12-2013,1.3,1.35,1.26,1.29,1.280518519,13500,24,17287,13500,100,0.09,-0.01
05-12-2013,1.39,1.4,1.3,1.3,1.302780191,11510,12,14995,11510,100,0.1,-0.09
04-12-2013,1.38,1.38,1.26,1.35,1.274810392,6197,23,7900,6197,100,0.12,-0.03
